allocation_nodes,constraints,flags,group,nodes,partition,priority,qos,working_directory,required-CPUs,required-memory,state-reason,steps-nodes-list,steps-nodes-count,steps-nodes-range,steps-time-elapsed,steps-time-end,steps-time-start,steps-time-system-seconds,steps-time-system-microseconds,steps-time-total-seconds,steps-time-total-microseconds,steps-time-user-seconds,steps-time-user-microseconds,steps-statistics-CPU-actual_frequency,steps-step-job_id,steps-step-id,steps-step-name,steps-tres-requested-max-cpu,steps-tres-requested-max-cpu-node,steps-tres-requested-max-mem,steps-tres-requested-max-energy,steps-tres-requested-max-fs,steps-tres-requested-max-vmem,steps-tres-consumed-max-energy,steps-tres-consumed-max-fs,steps-tres-allocated-cpu,steps-tres-allocated-mem,tres-allocated-cpu,tres-allocated-mem
1,,STARTED_ON_SCHEDULE,users,e2341,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2341'],1,e2341,10,1673535589,1673535579,1,34198,100,301950,99,267752,0,27263731,batch,batch,100180,e2341,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2343,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2343'],1,e2343,10,1673535589,1673535579,0,984595,89,1020311,89,35716,0,27263732,batch,batch,89900,e2343,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2344,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2344'],1,e2344,10,1673535589,1673535579,0,937605,93,1566679,93,629074,0,27263733,batch,batch,94400,e2344,0,0,0,303165440,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1669,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1669'],1,e1669,9,1673535179,1673535170,0,845840,88,1480546,88,634706,0,27263734,batch,batch,89350,e1669,0,0,0,303165440,296,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1545,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1545'],1,e1545,11,1673535620,1673535609,0,979042,95,1851112,95,872070,0,27263735,batch,batch,96730,e1545,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2033,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2033'],1,e2033,10,1673535559,1673535549,0,912531,96,985230,96,72699,0,27263736,batch,batch,96830,e2033,0,0,0,303726592,152,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2377,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2377'],1,e2377,12,1673535591,1673535579,1,50999,103,887050,102,836051,0,27263737,batch,batch,103650,e2377,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2378,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2378'],1,e2378,10,1673535619,1673535609,1,60355,106,566249,105,505894,0,27263738,batch,batch,106400,e2378,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2379,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2379'],1,e2379,9,1673535588,1673535579,1,134446,101,473989,100,339543,0,27263739,batch,batch,101320,e2379,0,0,0,303165440,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2380,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2380'],1,e2380,10,1673535589,1673535579,0,976848,102,1286702,102,309854,0,27263740,batch,batch,103040,e2380,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2382,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2382'],1,e2382,9,1673535588,1673535579,1,44166,101,588202,100,544036,0,27263741,batch,batch,101450,e2382,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2383,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2383'],1,e2383,10,1673535619,1673535609,0,949791,92,1321606,92,371815,0,27263742,batch,batch,93200,e2383,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2384,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2384'],1,e2384,10,1673535589,1673535579,0,838074,85,1720232,85,882158,0,27263743,batch,batch,86490,e2384,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2385,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2385'],1,e2385,12,1673535591,1673535579,1,95146,106,885016,105,789870,0,27263744,batch,batch,106690,e2385,0,0,0,303165440,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2386,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2386'],1,e2386,10,1673535619,1673535609,0,906662,96,1690596,96,783934,0,27263745,batch,batch,97450,e2386,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2387,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2387'],1,e2387,9,1673535618,1673535609,0,932197,97,1647850,97,715653,0,27263746,batch,batch,98530,e2387,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2388,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2388'],1,e2388,10,1673535619,1673535609,0,964889,103,1088642,103,123753,0,27263747,batch,batch,103950,e2388,0,0,0,303165440,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2389,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2389'],1,e2389,10,1673535619,1673535609,0,959671,95,1290788,95,331117,0,27263748,batch,batch,96150,e2389,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2390,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2390'],1,e2390,10,1673535619,1673535609,1,158494,107,1012139,106,853645,0,27263749,batch,batch,107900,e2390,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2391,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2391'],1,e2391,10,1673535619,1673535609,1,32665,107,761030,106,728365,0,27263750,batch,batch,107600,e2391,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2392,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2392'],1,e2392,10,1673535649,1673535639,1,110370,109,613523,108,503153,0,27263751,batch,batch,109490,e2392,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1673,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1673'],1,e1673,9,1673535179,1673535170,0,833621,95,1082921,95,249300,0,27263752,batch,batch,95920,e1673,0,0,0,303165440,300,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1505,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1505'],1,e1505,8,1673535179,1673535171,0,877122,88,986245,88,109123,0,27263753,batch,batch,88880,e1505,0,0,0,303165440,400,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1501,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1501'],1,e1501,7,1673535586,1673535579,0,972928,85,1266858,85,293930,0,27263754,batch,batch,86100,e1501,0,0,0,303165440,172,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1676,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1676'],1,e1676,9,1673535588,1673535579,0,936906,95,1409204,95,472298,0,27263755,batch,batch,96290,e1676,0,0,0,303726592,176,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2046,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2046'],1,e2046,8,1673535587,1673535579,0,999053,95,1331733,95,332680,0,27263756,batch,batch,96200,e2046,0,0,0,303165440,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1682,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1682'],1,e1682,10,1673535181,1673535171,0,892611,100,1121001,100,228390,0,27263757,batch,batch,100960,e1682,0,0,0,303726592,184,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1960,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1960'],1,e1960,16,1673535187,1673535171,0,811735,132,1099835,132,288100,0,27263758,batch,batch,133030,e1960,0,0,0,303816704,180,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1692,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1692'],1,e1692,15,1673535187,1673535172,0,812664,121,1597267,121,784603,0,27263759,batch,batch,122510,e1692,0,0,0,303816704,292,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1847,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1847'],1,e1847,9,1673535588,1673535579,0,899344,101,1372584,101,473240,0,27263760,batch,batch,102250,e1847,0,0,0,303726592,152,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1630,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1630'],1,e1630,15,1673535187,1673535172,0,793824,93,972193,93,178369,0,27263761,batch,batch,93800,e1630,0,0,0,303726592,232,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1597,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1597'],1,e1597,10,1673535182,1673535172,0,767445,74,974559,74,207114,0,27263762,batch,batch,74820,e1597,0,0,0,303726592,220,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1194,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1194'],1,e1194,11,1673535184,1673535173,0,807301,85,1139485,85,332184,0,27263763,batch,batch,86000,e1194,0,0,0,303165440,216,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1787,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1787'],1,e1787,9,1673535618,1673535609,0,956465,88,1886305,88,929840,0,27263764,batch,batch,89720,e1787,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2025,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2025'],1,e2025,11,1673535620,1673535609,0,982509,99,1211616,99,229107,0,27263765,batch,batch,100030,e2025,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1586,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1586'],1,e1586,8,1673535181,1673535173,0,958625,101,1156754,101,198129,0,27263766,batch,batch,102010,e1586,0,0,0,303165440,204,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1946,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1946'],1,e1946,14,1673535187,1673535173,0,935673,105,1388413,105,452740,0,27263767,batch,batch,106230,e1946,0,0,0,303165440,288,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1951,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1951'],1,e1951,14,1673535187,1673535173,0,852531,107,1509255,107,656724,0,27263768,batch,batch,108350,e1951,0,0,0,303165440,364,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1691,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1691'],1,e1691,14,1673535187,1673535173,0,821529,77,1367605,77,546076,0,27263769,batch,batch,78290,e1691,0,0,0,303726592,192,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1587,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1587'],1,e1587,8,1673535181,1673535173,0,815375,88,971617,88,156242,0,27263770,batch,batch,88790,e1587,0,0,0,303165440,176,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1952,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1952'],1,e1952,14,1673535187,1673535173,0,960284,103,1834774,103,874490,0,27263771,batch,batch,104670,e1952,0,0,0,303726592,264,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1693,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1693'],1,e1693,13,1673535187,1673535174,0,719339,84,1422286,84,702947,0,27263772,batch,batch,85220,e1693,0,0,0,303726592,180,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1599,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1599'],1,e1599,13,1673535187,1673535174,0,971018,93,1674062,93,703044,0,27263773,batch,batch,94620,e1599,0,0,0,303726592,296,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1956,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1956'],1,e1956,13,1673535187,1673535174,0,840945,96,1834971,96,994026,0,27263774,batch,batch,97720,e1956,0,0,0,303726592,196,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1687,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1687'],1,e1687,13,1673535187,1673535174,0,906855,101,1901936,101,995081,0,27263775,batch,batch,102860,e1687,0,0,0,303165440,276,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1694,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1694'],1,e1694,13,1673535187,1673535174,0,928576,105,1889107,105,960531,0,27263776,batch,batch,106800,e1694,0,0,0,303726592,168,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1686,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1686'],1,e1686,13,1673535187,1673535174,0,850993,94,1742475,94,891482,0,27263777,batch,batch,95580,e1686,0,0,0,303726592,292,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1695,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1695'],1,e1695,13,1673535187,1673535174,0,995757,103,1023794,103,28037,0,27263778,batch,batch,103920,e1695,0,0,0,303726592,192,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1950,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1950'],1,e1950,13,1673535187,1673535174,0,848368,98,994791,98,146423,0,27263779,batch,batch,98860,e1950,0,0,0,303165440,192,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1958,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1958'],1,e1958,13,1673535187,1673535174,0,935577,105,1253533,105,317956,0,27263780,batch,batch,106130,e1958,0,0,0,303165440,156,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1955,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1955'],1,e1955,13,1673535187,1673535174,0,981324,107,1818382,107,837058,0,27263781,batch,batch,108730,e1955,0,0,0,303165440,208,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1954,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1954'],1,e1954,12,1673535187,1673535175,0,871102,100,960458,100,89356,0,27263782,batch,batch,100840,e1954,0,0,0,303726592,224,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1681,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1681'],1,e1681,12,1673535187,1673535175,1,58312,104,671469,103,613157,0,27263783,batch,batch,104590,e1681,0,0,0,303165440,188,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1948,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1948'],1,e1948,12,1673535187,1673535175,0,850768,103,881641,103,30873,0,27263784,batch,batch,103680,e1948,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1684,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1684'],1,e1684,12,1673535187,1673535175,0,827152,99,1423912,99,596760,0,27263785,batch,batch,100280,e1684,0,0,0,303726592,184,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1959,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1959'],1,e1959,12,1673535187,1673535175,0,807483,99,1670861,99,863378,0,27263786,batch,batch,100500,e1959,0,0,0,303165440,184,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1685,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1685'],1,e1685,11,1673535190,1673535179,0,857391,104,1574847,104,717456,0,27263787,batch,batch,105490,e1685,0,0,0,303165440,180,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1284,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1284'],1,e1284,9,1673535588,1673535579,0,973209,101,1259290,101,286081,0,27263788,batch,batch,102130,e1284,0,0,0,303726592,172,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1391,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1391'],1,e1391,10,1673535619,1673535609,0,987071,100,1711736,100,724665,0,27263789,batch,batch,101540,e1391,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1469,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1469'],1,e1469,9,1673535588,1673535579,0,957826,97,1179695,97,221869,0,27263790,batch,batch,98010,e1469,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1490,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1490'],1,e1490,10,1673535619,1673535609,1,19830,115,514988,114,495158,0,27263791,batch,batch,115380,e1490,0,0,0,303165440,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1679,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1679'],1,e1679,10,1673535619,1673535609,0,971047,101,1840862,101,869815,0,27263792,batch,batch,102670,e1679,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1745,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1745'],1,e1745,9,1673535618,1673535609,1,36442,104,136947,103,100505,0,27263793,batch,batch,103990,e1745,0,0,0,303165440,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1876,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1876'],1,e1876,11,1673535620,1673535609,1,56507,111,58838,110,2331,0,27263794,batch,batch,110890,e1876,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1884,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1884'],1,e1884,10,1673535619,1673535609,0,967755,93,1047604,93,79849,0,27263795,batch,batch,93860,e1884,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1897,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1897'],1,e1897,10,1673535589,1673535579,0,905887,102,979226,102,73339,0,27263796,batch,batch,102720,e1897,0,0,0,303726592,156,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1928,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1928'],1,e1928,10,1673535619,1673535609,0,976479,103,1790752,103,814273,0,27263797,batch,batch,104590,e1928,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1970,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1970'],1,e1970,9,1673535588,1673535579,0,989611,98,1240388,98,250777,0,27263798,batch,batch,99040,e1970,0,0,0,303726592,176,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2038,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2038'],1,e2038,13,1673535622,1673535609,1,75618,98,182280,97,106662,0,27263799,batch,batch,98040,e2038,0,0,0,303726592,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2127,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2127'],1,e2127,8,1673535587,1673535579,0,836440,91,1625071,91,788631,0,27263800,batch,batch,92400,e2127,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2172,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2172'],1,e2172,10,1673535619,1673535609,1,127799,102,748909,101,621110,0,27263801,batch,batch,102590,e2172,0,0,0,303726592,144,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2337,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2337'],1,e2337,8,1673535617,1673535609,0,958395,89,1467302,89,508907,0,27263802,batch,batch,90330,e2337,0,0,0,303165440,152,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2347,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2347'],1,e2347,9,1673535618,1673535609,0,959296,96,1200891,96,241595,0,27263803,batch,batch,96980,e2347,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1771,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1771'],1,e1771,12,1673535621,1673535609,1,70045,101,349065,100,279020,0,27263804,batch,batch,101230,e1771,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1779,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1779'],1,e1779,10,1673535619,1673535609,0,990262,91,1839765,91,849503,0,27263805,batch,batch,92680,e1779,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1782,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1782'],1,e1782,9,1673535618,1673535609,0,992050,99,1065755,99,73705,0,27263806,batch,batch,99940,e1782,0,0,0,303726592,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1673,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1673'],1,e1673,8,1673535187,1673535179,0,829607,103,958581,103,128974,0,27263808,batch,batch,103770,e1673,0,0,0,303165440,312,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1505,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1505'],1,e1505,7,1673535187,1673535180,0,790767,89,1428427,89,637660,0,27263809,batch,batch,90290,e1505,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1669,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1669'],1,e1669,8,1673535188,1673535180,0,826966,95,1089866,95,262900,0,27263810,batch,batch,95990,e1669,0,0,0,303165440,256,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1682,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1682'],1,e1682,10,1673535192,1673535182,0,833427,95,856779,95,23352,0,27263811,batch,batch,95670,e1682,0,0,0,303726592,176,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1341,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1341'],1,e1341,10,1673535619,1673535609,0,857460,84,1555568,84,698108,0,27263812,batch,batch,85370,e1341,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1524,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1524'],1,e1524,7,1673535586,1673535579,0,934486,77,1794042,77,859556,0,27263813,batch,batch,78590,e1524,0,0,0,303165440,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1663,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1663'],1,e1663,8,1673535587,1673535579,1,17001,85,417628,84,400627,0,27263814,batch,batch,85260,e1663,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1668,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1668'],1,e1668,12,1673535621,1673535609,1,171132,119,875031,118,703899,0,27263815,batch,batch,119660,e1668,0,0,0,303165440,136,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1774,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1774'],1,e1774,12,1673535621,1673535609,1,265406,128,1015925,127,750519,0,27263816,batch,batch,128800,e1774,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1873,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1873'],1,e1873,8,1673535617,1673535609,1,40274,96,994089,95,953815,0,27263818,batch,batch,96880,e1873,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1983,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1983'],1,e1983,10,1673535619,1673535609,1,5709,96,496854,95,491145,0,27263819,batch,batch,96380,e1983,0,0,0,303165440,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2028,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2028'],1,e2028,11,1673535620,1673535609,1,54242,99,332132,98,277890,0,27263820,batch,batch,99210,e2028,0,0,0,303726592,140,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2135,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2135'],1,e2135,10,1673535649,1673535639,0,976645,103,1033826,103,57181,0,27263821,batch,batch,103840,e2135,0,0,0,303165440,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2253,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2253'],1,e2253,10,1673535649,1673535639,0,985885,93,1531947,93,546062,0,27263822,batch,batch,94370,e2253,0,0,0,303726592,148,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e2305,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e2305'],1,e2305,11,1673535650,1673535639,0,963137,92,1127779,92,164642,0,27263823,batch,batch,92970,e2305,0,0,0,303726592,152,1,28,102400,28,102400
1,,STARTED_ON_SCHEDULE,users,e1637,fast,866,normal,/mnt/storage_2/project_data/grant_312/andrzej,28,102400,None,['e1637'],1,e1637,8,1673535587,1673535579,0,858817,95,1058424,95,199607,0,27263824,batch,batch,95820,e1637,0,0,0,303165440,176,1,28,102400,28,102400
